,0,1,2,3
0,0.0,99.99,199.9875,226.56
1,99.99,0.0,99.9975,127.58000000000003
2,199.9875,99.9975,0.0,30.67250000000001
3,226.56,127.58000000000003,30.67249999999997,0.0
